SMILES,absorption,emission,phosphorescence_peak,hl_gap,soqy,flqy,metal_complex,reference_DOI
O=C(OC)C1=CC2=NC(C3=CC=C(C=C3)OC)=CN2C=C1,355.0,427.0,,,,0.39,,10.1021ja204016e_0306
O=C(OC)C1=CC2=NC(C3=CC=C(C=C3)OC)=C(N2C=C1)N,426.0,520.0,,,,0.43,,10.1021ja204016e_0306
O=C(C1=CC2=NC(C3=CC=C(OC)C=C3)=C(NC4CCCCC4)N2C=C1)OC,387.0,528.0,,,,0.49,,10.1021ja204016e_0306
COC1=CC=C(C=C1)C2=C(NC3CCCCC3)N(C(C(OC)=O)=CC=C4)C4=N2,355.0,627.0,,,,0.002,,10.1021ja204016e_0306
COC1=CC=C(C=C1)C2=C(NC3CCCCC3)N(C=CC=N4)C4=N2,365.0,560.0,,,,0.009,,10.1021ja204016e_0306
COC1=CC=C(C=C1)C2=C(NC3CCCCC3)N(C=CN=C4)C4=N2,355.0,491.0,,,,0.46,,10.1021ja204016e_0306
COC1=CC=C(C=C1)C2=C(NC3CCCCC3)N(C=CC=C4)C4=N2,350.0,490.0,,,,0.25,,10.1021ja204016e_0306
OCC1=CC2=NC(C3=CC=C(OC)C=C3)=C(NC4CCCCC4)N2C=C1,341.0,495.0,,,,0.29,,10.1021ja204016e_0306
ClC1=CC2=NC(C3=CC=C(OC)C=C3)=C(NC4CCCCC4)N2C=C1,357.0,518.0,,,,0.08,,10.1021ja204016e_0306
N#CC1=CC2=NC(C3=CC=C(OC)C=C3)=C(NC4CCCCC4)N2C=C1,389.0,525.0,,,,0.42,,10.1021ja204016e_0306
CCCCCCC1=C(NC2CCCCC2)N(C=CC(C(OC)=O)=C3)C3=N1,368.0,516.0,,,,0.24,,10.1021ja204016e_0306
CCCCCCCCC1=C(NC2CCCCC2)N(C=CC(C(OC)=O)=C3)C3=N1,368.0,516.0,,,,0.24,,10.1021ja204016e_0306
CCCCCCCCC1=C(NC2CCCCC2)N(C=CN=C3)C3=N1,329.0,485.0,,,,0.21,,10.1021ja204016e_0306
BrC1=CC=C(C=C1)C2=C(NC3CCCCC3)N(C=CC(C(OC)=O)=C4)C4=N2,388.0,524.0,,,,0.42,,10.1021ja204016e_0306
COC1=CC=CC(C2=C(NC3CCCCC3)N(C=CC(C(OC)=O)=C4)C4=N2)=C1,384.0,526.0,,,,0.51,,10.1021ja204016e_0306
O=C(C1=CC2=NC(C(C=C3)=CC=C3N4C=CN=C4)=C(NC5CCCCC5)N2C=C1)OC,387.0,529.0,,,,0.83,,10.1021ja204016e_0306
CN1C(C2=C(NC3CCCCC3)N(C=CC(C(OC)=O)=C4)C4=N2)=CC=C1,392.0,530.0,,,,0.64,,10.1021ja204016e_0306
OC1=CC(OC)=CC=C1C2=C(NC3CCCCC3)N(C=CC(C(OC)=O)=C4)C4=N2,391.0,531.0,,,,0.1,,10.1021ja204016e_0306
ClC1=CC=C(O1)C2=C(NC3CCCCC3)N(C=CC(C(OC)=O)=C4)C4=N2,392.0,532.0,,,,0.67,,10.1021ja204016e_0306
O=C(C1=CC2=NC(C3=CNC=N3)=C(NC4CCCCC4)N2C=C1)OC,400.0,532.0,,,,0.63,,10.1021ja204016e_0306
O=C(C1=CC2=NC(C(O3)=CC=C3S(=O)(O)=O)=C(NC4CCCCC4)N2C=C1)OC,393.0,533.0,,,,0.31,,10.1021ja204016e_0306
OC1=CC(O)=CC=C1C2=C(NC3CCCCC3)N(C=CC(C(OC)=O)=C4)C4=N2,394.0,534.0,,,,0.1,,10.1021ja204016e_0306
CC1=CC=C(O1)C2=C(NC3CCCCC3)N(C=CC(C(OC)=O)=C4)C4=N2,398.0,535.0,,,,0.71,,10.1021ja204016e_0306
CC1=CC=C(O1)C2=C(NC3CCCCC3)N(C=CC(C(OC)=O)=C4)C4=[N+]2C,399.0,568.0,,,,0.42,,10.1021ja204016e_0306
CC1=CC=C(O1)C2=C(NC3CCCCC3)N(C=CN=C4)C4=N2,368.0,500.0,,,,0.46,,10.1021ja204016e_0306
O=C(C1=CC2=NC(C3=CC=CC=C3S(=O)(O)=O)=C(NC4CCCCC4)N2C=C1)OC,382.0,539.0,,,,0.62,,10.1021ja204016e_0306
C/C(C1=C(NC2CCCCC2)N(C=CC(C(OC)=O)=C3)C3=N1)=C\C4=CC=CC=C4,392.0,542.0,,,,0.51,,10.1021ja204016e_0306
O=C(C1=CC2=NC(/C=C/C3=CC=CO3)=C(NC4CCCCC4)N2C=C1)OC,413.0,558.0,,,,0.37,,10.1021ja204016e_0306
O=C(C1=CC2=NC(/C=C/C3=CC=C(OC)C=C3)=C(NC4CCCCC4)N2C=C1)OC,414.0,559.0,,,,0.42,,10.1021ja204016e_0306
COC(C=C1)=CC=C1/C=C/C2=C(NC3CCCCC3)N(C=CN=C4)C4=N2,365.0,514.0,,,,0.23,,10.1021ja204016e_0306
CN(C)C(C=C1)=CC=C1/C=C/C2=C(NC3CCCCC3)N(C=CC(C(OC)=O)=C4)C4=N2,434.0,573.0,,,,0.35,,10.1021ja204016e_0306
CN(C)C(C=C1)=CC=C1/C=C/C2=C(NC3CCCCC3)N(C=CN=C4)C4=N2,407.0,520.0,,,,0.24,,10.1021ja204016e_0306
FC1=CC=C(C=C1)NC2=C(/C=C/C3=CC=C(OC)C=C3)N=C4C=C(C(OC)=O)C=CN42,400.0,528.0,,,,0.27,,10.1021ja204016e_0306
O=C(C1=CC2=NC(/C=C/C3=CC=C(OC)C=C3)=C(NCCN4CCOCC4)N2C=C1)OC,384.0,542.0,,,,0.52,,10.1021ja204016e_0306
CC(C)(C)NC1=C(/C=C/C2=CC=C(OC)C=C2)N=C3C=C(C(OC)=O)C=CN31,416.0,554.0,,,,0.48,,10.1021ja204016e_0306
O=C(OC(C)(C)C)CNC1=C(/C=C/C2=CC=C(OC)C=C2)N=C3C=C(C(OC)=O)C=CN31,410.0,555.0,,,,0.37,,10.1021ja204016e_0306
O=C(C1=CC2=NC(/C=C/C3=CC=C(OC)C=C3)=C(NCC(OC)=O)N2C=C1)OC,411.0,556.0,,,,0.39,,10.1021ja204016e_0306
O=C(C1=CC2=NC(/C=C/C3=CC=C(OC)C=C3)=C(NCC4=CC=CC=C4)N2C=C1)OC,419.0,556.0,,,,0.52,,10.1021ja204016e_0306
CC(C)NC1=C(/C=C/C2=CC=C(OC)C=C2)N=C3C=C(C(OC)=O)C=CN31,413.0,558.0,,,,0.49,,10.1021ja204016e_0306
CC1=CC=C(C2=C(N3C=CC(C(OC)=O)=CC3=N2)NCC(N(CCC)CCC)=O)O1,391.0,532.0,,,,0.62,,10.1021ja204016e_0306
O=C(CNC(N1C=C2)=C(/C=C/C3=CC=C(C=C3)OC)N=C1C=C2C(OC)=O)N(CCC)CCC,413.0,558.0,,,,0.49,,10.1021ja204016e_0306
COC(C1=CC2=NC(C3=CC=C(Cl)C=C3)=C(N2C=C1)NCC(N(CCC)CCC)=O)=O,385.0,524.0,,,,0.68,,10.1021ja204016e_0306
O=C(CNC(N1C=C2)=C(C3=C(O)C=C(C)C=C3)N=C1C=C2C(OC)=O)N(CCC)CCC,390.0,530.0,,,,0.11,,10.1021ja204016e_0306
ClC(C=C1)=CC=C1C2=C(NCC(N(CCC)CCC)=O)N(C=CC(C#N)=C3)C3=N2,387.0,520.0,,,,0.89,,10.1021ja204016e_0306
NC1=C(C2=CC=C(Cl)C=C2)N=C3C=C(C#N)C=CN31,430.0,513.0,,,,0.55,,10.1021ja204016e_0306
NC1=CC(C(OC)=O)=CC=N1,342.0,424.0,,,,0.28,,10.1021ja204016e_0306
NC1=CC=CC(C(OC)=O)=N1,326.0,411.0,,,,0.27,,10.1021ja204016e_0306
NC1=NC=CC=N1,296.0,350.0,,,,0.005,,10.1021ja204016e_0306
NC1=NC=CN=C1,321.0,383.0,,,,0.4,,10.1021ja204016e_0306
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)c(OC)c(OC)c1)C=CC=2,562.0,585.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OCc3ccccc3)c(OCc3ccccc3)cc1)C=CC=2,567.0,595.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)-c1ccccc1)C=CC=2,564.0,582.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c(cc4c1cccc4)cccc3)C=CC=2,536.0,545.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OCc3ccccc3)c(OC)cc1)C=CC=2,567.0,597.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(-n3ccnc3)cc1)C=CC=2,561.0,578.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(ccc1)C)C=CC=2,555.0,570.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(F)ccc1F)C=CC=2,559.0,569.0,,,,,,10.1002/minf.201000089
Brc1cc(ccc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,554.0,568.0,,,,,,10.1002/minf.201000089
Clc1ccc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,556.0,570.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)c(O)c(O)c1)C=CC=2,557.0,572.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)C#N)C=CC=2,561.0,576.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(C)c(Oc3ccccc3)c(c1)C)C=CC=2,559.0,578.0,,,,,,10.1002/minf.201000089
S(C)c1ccc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,565.0,589.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)C(C)C)C=CC=2,557.0,573.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(Oc3ccccc3)ccc1)C=CC=2,555.0,570.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1occc1)C=CC=2,567.0,585.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c(ccc1)cccc3)C=CC=2,564.0,587.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\C=C\c1ccccc1OC)C=CC=2,560.0,579.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1)C=CC=2,554.0,568.0,,,,,,10.1002/minf.201000089
Clc1cc(cc(OC)c1O)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,567.0,585.0,,,,,,10.1002/minf.201000089
s1c(ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C)-c1sccc1,596.0,649.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c(cccc3)c(OC)cc1)C=CC=2,575.0,639.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(ccc1O)C)C=CC=2,564.0,585.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c(ccc1C)cccc3)C=CC=2,546.0,585.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1nc3c(cc1)cccc3)C=CC=2,563.0,577.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c(cccc3)c(cc1)C)C=CC=2,567.0,596.0,,,,,,10.1002/minf.201000089
s1cc(c2c1cccc2)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,565.0,586.0,,,,,,10.1002/minf.201000089
Clc1c(O)c(OC)ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,566.0,589.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1-c1ccccc1)C=CC=2,556.0,573.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OC(=O)C)cc1)C=CC=2,566.0,595.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(Oc3ccc(OC)cc3)ccc1)C=CC=2,555.0,570.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(ccc1O)C(C)(C)C)C=CC=2,564.0,587.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\C=C\c1cc(OC)c(OC(=O)C)cc1)C=CC=2,576.0,593.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OCCCCCC)cc1)C=CC=2,565.0,587.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OCCCC)cc1)C=CC=2,565.0,589.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OCC=C)cc1)C=CC=2,564.0,586.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)C(OCC)OCC)C=CC=2,563.0,581.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c(ncc1)cccc3)C=CC=2,560.0,583.0,,,,,,10.1002/minf.201000089
Brc1ccc(cc1)COc1ccc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,563.0,585.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OCC)c(OCC)cc1)C=CC=2,568.0,600.0,,,,,,10.1002/minf.201000089
Brc1cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c(OC)cc1,561.0,578.0,,,,,,10.1002/minf.201000089
Clc1cc(Cl)cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c1O,560.0,575.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(cc(C=O)c1O)C(C)(C)C)C=CC=2,560.0,576.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c(ccc1OC)cccc3)C=CC=2,575.0,614.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)c(OC)cc1)C=CC=2,567.0,597.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)c(OCC)cc1)C=CC=2,568.0,599.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(O)c([N+](=O)[O-])cc1)C=CC=2,562.0,580.0,,,,,,10.1002/minf.201000089
s1c(ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C)-c1ccccc1,589.0,625.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c(C)c(C)c(C)c(C)c1C)C=CC=2,540.0,575.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OC(F)(F)F)cc1)C=CC=2,563.0,579.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)\C=C\c1ccccc1)C=CC=2,564.0,585.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccoc1)C=CC=2,549.0,565.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1nccn1C)C=CC=2,569.0,596.0,,,,,,10.1002/minf.201000089
Brc1cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c(O)cc1,562.0,585.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\OC(C)(C)C)C=CC=2,560.0,586.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc-3c(Cc4c-3cccc4)cc1)C=CC=2,571.0,592.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)CCC)C=CC=2,558.0,573.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1[nH]cnc1)C=CC=2,557.0,578.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c(OC)cc(OC)cc1OC)C=CC=2,578.0,608.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cccc(OC)c1OC)C=CC=2,556.0,573.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\C=C(\c1ccccc1)/c1ccccc1)C=CC=2,578.0,603.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)-c1ncccc1)C=CC=2,564.0,581.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c4c(CCc4ccc3)cc1)C=CC=2,575.0,614.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OCc3ccccc3)cc1)C=CC=2,564.0,586.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)c(OC(=O)C)c(OC)c1)C=CC=2,574.0,618.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3cc(OC)ccc3[nH]c1)C=CC=2,587.0,639.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)c(O)c(OC)c1)C=CC=2,575.0,628.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cccc(OC)c1O)C=CC=2,561.0,585.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(cc(C(C)(C)C)c1O)C(C)(C)C)C=CC=2,572.0,595.0,,,,,,10.1002/minf.201000089
Ic1cc(cc(OC)c1O)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,568.0,591.0,,,,,,10.1002/minf.201000089
Brc1sc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,572.0,591.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(Oc3ccccc3)cc1)C=CC=2,560.0,580.0,,,,,,10.1002/minf.201000089
Ic1cc(I)cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c1O,563.0,581.0,,,,,,10.1002/minf.201000089
Brc1cc(ccc1O)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,564.0,587.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(O)ccc1)C=CC=2,556.0,573.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c(cc(cc1C)C)C)C=CC=2,559.0,585.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OC)cc1)C=CC=2,564.0,586.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(NC(=O)C)cc1)C=CC=2,565.0,587.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)c(OC(OC(C)(C)C)=O)cc1)C=CC=2,558.0,573.0,,,,,,10.1002/minf.201000089
Clc1cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c(O)cc1,562.0,581.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(O)ccc1O)C=CC=2,569.0,573.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cccc(O)c1O)C=CC=2,563.0,580.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cccc(OCC)c1O)C=CC=2,562.0,580.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OC(OC(C)(C)C)=O)cc1)C=CC=2,566.0,590.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1OCC(O)=O)C=CC=2,561.0,580.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc([N+](=O)[O-])c(O)cc1)C=CC=2,561.0,574.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(O)c(OC)cc1)C=CC=2,568.0,592.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc([N+](=O)[O-])ccc1O)C=CC=2,560.0,573.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1[nH]cnc1C)C=CC=2,566.0,593.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1oc(cc1)C)C=CC=2,573.0,597.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc3c(cc1)cccc3)C=CC=2,564.0,582.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc3OCOc3cc1)C=CC=2,566.0,592.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OCCC)cc1)C=CC=2,565.0,588.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)C=O)C=CC=2,563.0,580.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1C)C=CC=2,556.0,573.0,,,,,,10.1002/minf.201000089
Clc1cc(Cl)ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,558.0,573.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\C=C\c1ccccc1)C=CC=2,572.0,591.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(O)cc1)C=CC=2,566.0,594.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)C(F)(F)F)C=CC=2,554.0,568.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OCCCN(C)C)cc1)C=CC=2,563.0,583.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OCC)c(OC)cc1)C=CC=2,568.0,598.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c(cccc3)c(O)cc1)C=CC=2,586.0,661.0,,,,,,10.1002/minf.201000089
Clc1c(cccc1Cl)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,555.0,572.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)C(C)(C)C)C=CC=2,558.0,573.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(Oc3ccc(OC)cc3)cc1)C=CC=2,562.0,582.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)-c1ccc(cc1)C(OC)=O)C=CC=2,564.0,582.0,,,,,,10.1002/minf.201000089
Brc1cc(sc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,567.0,583.0,,,,,,10.1002/minf.201000089
Clc1cc(ccc1Cl)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,557.0,571.0,,,,,,10.1002/minf.201000089
Brc1cc2c([nH]cc2\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)cc1,580.0,621.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)ccc1)C=CC=2,555.0,570.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)B(O)O)C=CC=2,558.0,573.0,,,,,,10.1002/minf.201000089
s1c(ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C)C=O,580.0,598.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1O)C=CC=2,562.0,580.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1C(O)=O)C=CC=2,554.0,569.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OC)cc1O)C=CC=2,573.0,607.0,,,,,,10.1002/minf.201000089
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(O)c(O)c1O)C=CC=2,584.0,628.0,,,,,,10.1002/minf.201000089
Clc1cc(ccc1OC)-c1oc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,600.0,664.0,,,,,,10.1002/minf.201000089
